Nombre;Estilo;Cervecería;Nombre completo;Descripción;ABV;Min IBU;Max IBU;Astringencia;Cuerpo (Body);Alcohol;Amargo (Bitter);Dulce (Sweet);Agrio (Sour);Salado (Salty);Frutas (Fruits);Lupulado (Hoppy);Especias (Spices);Malta (Malty)
Trappistes Rochefort 6;Dubbel;Brasserie de Rochefort;Brasserie de Rochefort Trappistes Rochefort 6;Notes:;7.5;15;30;15;50;17;25;114;36;0;83;32;24;82
Prior 8;Dubbel;Brouwerij St. Bernardus NV;Brouwerij St. Bernardus NV St. Bernardus Prior 8;Notes:;8;15;30;16;33;14;27;96;30;1;75;15;17;84
Abbey;Dubbel;New Belgium Brewing;New Belgium Brewing Abbey Belgian Style Ale;Notes:Our award-winning Abbey stays true to tradition with an authentic Belgian yeast, six malts and a guarded recipe.\t;7;15;30;12;47;16;25;103;37;1;86;31;24;85
Trappist Westvleteren 8 (VIII)Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren);Dubbel;Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren);Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren) Trappist Westvleteren 8;Notes:(Blue Cap)\t;8;15;30;15;54;23;37;115;25;0;77;48;22;75
Père Jacques;Dubbel;Goose Island Beer Co.;Goose Island Beer Co. Pere Jacques;Notes:Warm molasses color, dark fruit aroma, rich caramel flavor, rich soft body.26 IBU\t;8.7;15;30;8;44;18;22;106;20;0;67;13;15;79
Dubbel Ale;Dubbel;Allagash Brewing Company;Allagash Brewing Company Allagash Dubbel Ale;Notes:Allagash Dubbel boasts a deep red color and a complex malty taste. The finish is dry with subtle hints of chocolate and nuts. The yeast asserts itself by lending a classic Belgian fruitiness.\t;7;15;30;17;31;6;11;80;35;1;48;17;23;66
Pater 6;Dubbel;Brouwerij St. Bernardus NV;Brouwerij St. Bernardus NV St. Bernardus Pater 6;Notes:;6.7;15;30;20;46;23;15;84;30;1;62;7;22;64
Corsendonk Pater / Abbey Brown Ale;Dubbel;Brouwerij Corsendonk;Brouwerij Corsendonk Corsendonk Pater / Abbey Brown Ale;Notes:;7.5;15;30;23;40;15;31;107;43;0;67;22;20;102
Grimbergen Dubbel;Dubbel;Brouwerij Alken-Maes;Brouwerij Alken-Maes Grimbergen Dubbel;Notes:;6.5;15;30;9;42;11;20;100;31;0;52;16;10;66
La Trappe Dubbel (Koningshoeven / Dominus);Dubbel;Bierbrouwerij De Koningshoeven B.V.;Bierbrouwerij De Koningshoeven B.V. La Trappe Dubbel (Koningshoeven / Dominus);Notes:La Trappe Dubbel has a deep brown colour and attractive beige froth. The use of caramel malt gives it a gentle aromatic caramelised quality. It has a rich malty flavour with a touch of sweetness. Post-fermenting La Trappe Dubbel is a smooth drink, and yet has some real body and intense flavour to it.\t;7;15;30;6;52;18;17;120;30;0;70;21;27;83
Trappist Achel 8° Bruin;Dubbel;Brouwerij der St. Benedictusabdij de Achelse;Brouwerij der St. Benedictusabdij de Achelse Trappist Achel 8° Bruin;Notes:;8;15;30;17;36;29;20;97;44;0;70;19;24;53
Lost & Found;Dubbel;The Lost Abbey;The Lost Abbey Lost & Found Abbey Ale;Notes:Modeled after the great Trappist and Monastic beers that inspired the founding of our brewery. A richly deep garnet colored ale created from a blend of Domestic and imported malts. As part of our commitment to interesting brewing endeavors, Chef Vince created a special raisin puree for this beer. Malts, raisins and a fantastic yeast strain working in harmony produce a beer of amazing complexity and depth.\t;8;15;30;11;42;30;23;120;21;0;82;18;33;85
Abbey Dubbel;Dubbel;Flying Fish Brewing Company;Flying Fish Brewing Company Bourbon Barrel Abbey Dubbel;Notes:;7.2;15;30;5;41;13;20;95;14;0;49;13;18;65
Bornem Double;Dubbel;Brouwerij Van Steenberge N.V.;Brouwerij Van Steenberge N.V. Bornem Dubbel;Notes:;8;15;30;10;44;15;19;100;25;0;56;15;22;72
Affligem Dubbel;Dubbel;Brouwerij De Smedt / Brouwerij Affligem;Brouwerij De Smedt / Brouwerij Affligem Affligem Dubbel;Notes:;6.8;15;30;9;30;12;17;60;29;0;38;14;17;39
Abbey Ale;Dubbel;Abita Brewing Co.;Abita Brewing Co. Abbey Ale;"Notes:Abbey Ale honors the ancient tradition of monks who perfected the art of brewing beer to support the monastery and their ""liquid bread"". We offer up our support and thank them with a 25¢ donation to St. Joseph's Abbey with every bottle sold of this heavenly brew. Dark amber in color, the aroma of caramel, fruits and cloves invites you to contemplate the creamy head of this ""Dubbel"" or double ale. Abita Abbey Ale is a malty brew, top-fermented and bottle aged to rapturous perfection.32 IBU\t";8;15;30;4;39;12;12;82;43;0;54;16;39;78
Resurrection;Dubbel;The Brewer's Art;The Brewer's Art Brewer's Art Resurrection;Notes:During the fermentation of the first batch of this Abbey-style dubbel, the yeast «died» and was «resurrected» by brewer Chris Cashell. Made with five types of barley malt and lots of sugar, this beer is quite strong and flavorful, without being too sweet. 7%abv\t;7;15;30;14;35;26;25;81;27;2;35;38;27;66
Brother David's Belgian-style Double Ale;Dubbel;Anderson Valley Brewing Company;Anderson Valley Brewing Company Brother David's Belgian-style Double Ale;Notes:Inspired by the classic Dubbels of Belgium, our Brother David’s Double has a dark brown body and aromas of warm cocoa, banana, and cloves. Specialty malts impart a toasted, nutty character and flavors of chocolate-covered cherries and candied fruits, while the subdued hop profile and Abbey yeast create spicy, herbal notes to compliment the warm, slightly sweet finish. Winner of a Gold Medal in the 2011 Great American Beer Festival™, Brother David’s Double is a truly complex and potent ale meant to be savored or shared with friends.\t;9;15;30;11;58;43;33;145;50;1;90;42;40;104
Brune;Dubbel;Brasserie de l'Abbaye du Val-Dieu;Brasserie de l'Abbaye du Val-Dieu Val-Dieu Brune;Notes:;8;15;30;9;48;28;26;109;38;0;47;20;16;80
St. Feuillien Brune;Dubbel;Brasserie St. Feuillien;Brasserie St. Feuillien St. Feuillien Brune;Notes:This brown ale has a marked ruby brown colour with a generous and lasting head. It has a distinctive aroma reflecting the wide range of ingredients used in its production. The fruitiness resulting from its fermentation blends harmoniously with a dominant liquorice and caramel flavour. The body is decidedly malty. The bitterness is the result of a complex alchemy between the fine hops and special malts used. These give St-Feuillien Brune a typical dark chocolate appearance. This beer creates an endless variety of sensations with a lingering taste and powerful aroma.\t;8.5;15;30;10;57;32;22;124;41;2;73;21;18;85
Siamese Twin Ale;Dubbel;Uncommon Brewers;Uncommon Brewers Siamese Twin Ale;Notes:;8.5;15;30;8;40;31;6;108;79;0;104;29;34;67
Benediction;Dubbel;Russian River Brewing Company;Russian River Brewing Company Benediction;Notes:Brown in color, Benediction has notes aromas and flavors of chocolate, tobacco, and spice. The finish is mildly malty with just enough bitterness from the hops.Original Gravity: 1.060\t;6.75;15;30;11;47;10;27;79;23;0;36;32;27;58
Augustijn Donker Brune;Dubbel;Brouwerij Van Steenberge N.V.;Brouwerij Van Steenberge N.V. Augustijn Brune;Notes:;8;15;30;9;66;27;24;149;45;0;87;31;42;109
St. Sebastiaan Dark;Dubbel;Brouwerij Sterkens N.V.;Brouwerij Sterkens N.V. St. Sebastiaan Dark;Notes:;6.9;15;30;13;53;24;16;108;38;1;82;28;16;82
Brugse Zot Dubbel;Dubbel;Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan;Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan Brugse Zot Dubbel;Notes:;7.5;15;30;14;39;15;28;108;42;0;58;33;21;79
Ovila Abbey Barrel Aged Dubbel;Dubbel;Sierra Nevada Brewing Co.;Sierra Nevada Brewing Co. Ovila Abbey Dubbel;Notes:This Abbey Dubbel was aged in a blend of red wine and bourbon barrels to add a new level of complexity to an already beguiling brew. Rich malt flavors of burnt sugar and caramel blend seamlessly with bright fruit notes from the wine barrels, while the bourbon oak lends a mellow hint of vanilla.\t;8.5;15;30;22;42;60;17;99;36;0;56;15;26;91
Solitude;Dubbel;Brewery Vivant;Brewery Vivant Solitude;Notes:;6;15;30;14;46;26;18;129;72;0;96;24;21;74
Big Bison Ale;Dubbel;Crown Valley Brewing & Distilling Co.;Crown Valley Brewing & Distilling Co. Big Bison Ale;"Notes:Great lengths were taken to ensure its authentic characteristics. German and Belgian malts, noble hops and a unique yeast strain are all necessary to produce this unique ale. It is aged for one month; beer that tends to please red wine drinkers and is definitely not for the novice beer drinker.23 IBU\t";6.9;15;30;13;48;25;18;97;29;0;53;20;9;76
St. Vincent's Dubbel;Dubbel;Captain Lawrence Brewing Co.;Captain Lawrence Brewing Co. St. Vincent's Dubbel;Notes:;8;15;30;20;65;32;13;95;66;0;67;25;30;97
Brother Joseph's Belgian Dubbel;Dubbel;Straight To Ale;Straight To Ale Brother Joseph's Belgian Dubbel;Notes:Maimed in an accident that left him with a hunched back, Brother Joseph Zoettl worked in the St. Bernard Abbey power plant shoveling coal. In his spare time, Brother Joseph used found objects such as marbles and chunks of concrete and tile to build miniature shrines and buildings on the Abbey grounds. Over 40 years, he created 125 different models and replicas. Today, the Ave Maria Grotto covers three acres and is world-renowned as both a fun roadside attraction and an awe-inspiring collection of folk art. We have named our Belgian dubbel after Brother Joseph as a testament to his perseverance, his hard work, and his indomitable spirit. A full-flavored abbey-style ale with a complex taste and aroma, Brother Joseph’s Dubbel is filled with specialty malt and dark fruit character.\t;8;15;30;10;29;14;17;96;25;0;63;24;21;66
Dark Abby;Dubbel;Devils Backbone Brewing Company;Devils Backbone Brewing Company Dark Abbey;Notes:Meet Abby, Azrael’s darker twin. This Belgian beauty is mysteriously alluring with a sultry flavor combination of brown sugar, plum and spices in a dark burgundy hue. Abby has a deep, rich flavor, and a serious strength but like her sister, hides behind a deceptively light fruity finish. On the surface she’s the sweetest girl you’ll ever meet, but one taste you’ll be trapped in her darkly alluring web.DARK ABBY FACTS:Alcohol by Volume: 7.5%Hop Bitterness (IBUs): 18Malts: Pilsner, Dark Munich, Honey, Dark CrystalHops: SaazSugar & Spice: Turbinado Sugar, Sorghum Syrup, Secret Spice Mix\t;7.5;15;30;12;32;31;16;103;35;0;76;19;28;58
St Martin Brune;Dubbel;Brasserie De Brunehaut;Brasserie De Brunehaut St Martin Brune;Notes:;8;15;30;11;50;26;20;105;41;0;64;25;24;81
Dominus Vobiscum Double;Dubbel;Microbrasserie Charlevoix;Microbrasserie Charlevoix Dominus Vobiscum Double;Notes:;8;15;30;22;49;39;27;119;34;0;62;30;37;73
Evil 8° Belgian-Style Dubbel Ale;Dubbel;Blue Mountain Brewery;Blue Mountain Brewery Evil 8° Belgian-Style Dubbel Ale;Notes:;7.7;15;30;5;54;24;23;136;37;1;70;20;49;68
Sterkens Dubbel Ale;Dubbel;Brouwerij Sterkens N.V.;Brouwerij Sterkens N.V. Sterkens Dubbel Ale;Notes:;6.9;15;30;8;55;31;16;133;36;0;81;32;22;80
Natte;Dubbel;Brouwerij 't IJ;Brouwerij 't IJ Natte;Notes:After the ‘Zatte’, this is the oldest beer from Brouwerij ‘t IJ. Natte is classed as a ‘dubbel’, a Belgian category of smooth, dark beers. Because we partly use dark malt, Natte has a reddish-brown colour and a smooth, roasted flavour with earthy tones of brown sugar, nuts and plums. Completed with slightly bitter hops, this is a nicely balanced beer and one of the brewery’s classics.\t;6.5;15;30;16;40;16;29;70;45;0;52;39;29;71
Green's Endeavour Dubbel Dark Ale;Dubbel;Green's Gluten Free Beers;Green's Gluten Free Beers Green's Endeavour;Notes:;7;15;30;13;42;13;13;120;55;0;76;27;16;64
90 Minute IPA;IPA - Imperial;Dogfish Head Brewery;Dogfish Head Brewery 90 Minute IPA;"Notes:Esquire Magazine calls our 90 Minute IPA ""perhaps the best IPA in America."" An imperial IPA best savored from a snifter, 90 Minute has a great malt backbone that stands up to the extreme hopping rate.90 Minute IPA was the first beer we continuously hopped, allowing for a pungent -- but not crushing -- hop flavor.90 IBU\t";9;65;100;3;15;13;44;40;31;1;36;56;5;42
Pliny The Elder;IPA - Imperial;Russian River Brewing Company;Russian River Brewing Company Pliny The Elder;Notes:Pliny the Elder is brewed with Amarillo, Centennial, CTZ, and Simcoe hops. It is well-balanced with malt, hops, and alcohol, slightly bitter with a fresh hop aroma of floral, citrus, and pine. Best enjoyed FRESH! That is why we make it in such limited supply. Actual bottling date is printed on each bottle!\t;8;65;100;26;29;9;58;51;49;0;80;85;1;32
Lagunitas Sucks;IPA - Imperial;Lagunitas Brewing Company;Lagunitas Brewing Company Lagunitas Sucks Holiday Ale;Notes:This sad holiday season we didn’t have the brewing capacity to make our favorite seasonal brew, the widely feared BrownShugga’ Ale. You see we had a couple of really good years (thank you very much) and so heading into this season while we are awaiting the January delivery of a new brewhouse we are jammin’ along brewing 80 barrels of IPA and PILS and such every 3 hours. A couple of months back we realized that since we can only brew a mere 60 barrels of Shugga’ every 5 hours, that we were seriously screwed. For every case of Shugga’ brewed, we’d short 3 cases of our favorite daily beers. It’s a drag. This year, we brewed something that we think is also cool and brews more like our daily brews. The new brewhouse will help insure this kind of failure never happens again. It’s a mess that we can not brew our BrownShugga’ this year and we suck for not doing it. There is nothing cool about screwing this up this badly and we know it. Maybe we can sue our own sorry selves. There is no joy in our hearts this holiday and the best we can hope for is a quick and merciful end. F*@& us. This totally blows. Whatever. We freaking munch moldy donkey butt and we just want it to be all over... So this substitute beer is a ‘Cereal Medley’ of Barley, Rye, Wheat, and Oats…. Full of complexishness from the 4 grains, and weighing in at 7.85% abv, Then joyously dry-hopped for that big aroma and resinous hop flavor.\t;7.85;65;100;10;34;10;48;53;43;0;56;62;8;39
120 Minute IPA;IPA - Imperial;Dogfish Head Brewery;Dogfish Head Brewery 120 Minute IPA;Notes:Too extreme to be called beer? 120 Minute IPA is brewed to a colossal 45-degree plato, boiled for a full two hours while being continuously hopped with high-alpha American hops, then dry-hopped daily in the fermenter for a month and aged for another month on whole-leaf hops!120 IBUABV varies from 15-20%.\t;18;65;100;9;43;50;55;89;42;3;58;63;18;60
West Coast IPA;IPA - Imperial;Green Flash Brewing Co.;Green Flash Brewing Co. Green Flash West Coast I.P.A.;Notes:As craft beer pioneers, we embarked on an expedition to brew the benchmark West Coast IPA. We ventured into the unknown and struck gold, discovering a tantalizing menagerie of hops. Simcoe for tropical and grapefruit zest, Columbus for hop pungency, Centennial for pine notes, Citra for citrus zest and Cascade for floral aroma are layered throughout the brewing process. West Coast IPA® exemplifies the Green Flash spirit of adventure and discovery.95 IBUPrior to 2014 7.3% ABV2014 and later 8.1% ABV\t;8.1;65;100;19;31;14;97;44;65;0;76;139;9;45
Hop Stoopid;IPA - Imperial;Lagunitas Brewing Company;Lagunitas Brewing Company Hop Stoopid;"Notes:Clean this mess up or else we'll all end up in jail...those test tubes and the scale...just get 'em all outta here..."" He was referring to the complex super-critical-CO2 hop extraction equipment set up on the table in the lab across from the brewhouse. Hop extracts are for the BIG brewers, he thought - suitable only for crummy sub-standard and barely-passable industrial lagers, not the subtle and elegant craft beer made here. But wrong he was. The New Brewer does not eschew any possible inputs. In this case the mountain of extracts will replace the mountain of hop vegetative material in the kettle thus creating cleaner hop flavors and preventing the otherwise spinach-like mess of a kettle full of super-hopped wort from clogging up a pump or worse. The sensuous honey-like amber ooze was administered intravenously to the wort kettle and the sacrament was complete. Another kettle of Hop Stoopid is once again raised up and fermented on high.\t";8;65;100;28;30;15;84;42;43;0;56;98;2;36
Double Jack;IPA - Imperial;Firestone Walker Brewing Co.;Firestone Walker Brewing Co. Double Jack;Notes:A dangerously drinkable Double IPA. Double Jack opens up with bright grapefruit and tangerine American hop aromas. Beautifully crafted undertones of stone fruit are revealed upon first sip, followed by the essence of blue basil and pine. A sturdy pale and crystal malt backbone brings balance to high hop intensity. Complex and aggressively hopped, and flawlessly balanced.\t;9.5;65;100;22;38;21;53;76;77;0;118;78;3;61
Burton Baton;IPA - Imperial;Dogfish Head Brewery;Dogfish Head Brewery Burton Baton;"Notes:This oak-aged gentle giant has been gaining popularity over the past few years and is now available year-round.For Burton Baton, we brew two ""threads,"" or batches, of beer: an English-style old ale and an imperial IPA.After fementating the beers separately in our stainless tanks, they're transferred and blended together in one of our large oak tanks. Burton Baton sits on the wood for about a month.When enjoying the Burton Baton, you'll find an awesome blend of the citrus notes from Northwestern hops melding with woody, vanilla notes from the oak. The wood also tends to mellow the 10% ABV of Burton, so tread cautiously!70 IBU\t";10;65;100;7;49;19;40;55;39;1;54;57;22;53
Double Trouble;IPA - Imperial;Founders Brewing Company;Founders Brewing Company Founders Double Trouble;Notes:An imperial IPA that was brewed to turn your world upside down. Hops will get you coming and going. Pungent aromatics up front pair with a malt-balanced backbone and a smooth, bitter finish.86 IBU\t;9.4;65;100;18;55;35;64;42;46;0;55;91;4;46
Hoptimum;IPA - Imperial;Sierra Nevada Brewing Co.;Sierra Nevada Brewing Co. Hoptimum Double IPA - Beer Camp #19;Notes:A whole-cone hurricane of flavor. Our brewers selected the finest, most flavorful hops, pushed them beyond their limits and forged them into this all-new triple IPA. This reimagined Hoptimum is our hoppiest beer yet, providing a blend of tropical and citrus hop aroma that delivers a refined yet aggressive character.IBU: 65YEAST: Ale yeastBITTERING HOPS: Crystal, EkuanotFINISHING HOPS: Strata, Simcoe, Citra, Mosaic, LoralMALTS: Two-row Pale, Wheat, Flaked Oats\t;10.6;65;100;17;45;34;79;54;53;1;73;101;1;59
Dreadnaught IPA;IPA - Imperial;Three Floyds Brewing Co. & Brewpub;Three Floyds Brewing Co. & Brewpub Dreadnaught IPA;Notes:An Imperial India Pale Ale with an intense citrus hop aroma, a huge malt body and a crisp finish.100 IBU\t;9.5;65;100;18;40;21;45;51;62;2;93;59;0;46
Maharaja;IPA - Imperial;Avery Brewing Company;Avery Brewing Company Maharaja;Notes:Maharaja is derived from the sanskrit words mahat, meaning “great”, and rajan, meaning “king”. Much like its namesake, this imperial IPA is regal, intense and mighty. With hops and malts as his servants, he rules both with a heavy hand. The Maharaja flaunts his authority over a deranged amount of hops: tangy, vibrant and pungent along with an insane amount of malted barley – fashioning a dark amber hue and exquisite malt essence. Welcome to his kingdom!The Maharaja is the second installment in our Dictator Series.102 IBUsABV varies slightly batch to batch.\t;10.2;65;100;13;25;17;59;49;60;1;56;83;5;57
Maximus;IPA - Imperial;Lagunitas Brewing Company;Lagunitas Brewing Company Maximus;Notes:;8.2;65;100;23;36;29;62;82;57;0;99;88;2;47
Devil Dancer;IPA - Imperial;Founders Brewing Company;Founders Brewing Company Founders Devil Dancer;"Notes:Triple IPA. Dry-hopped for twenty-six days straight with a combination of 10 hop varieties. 112 actual IBU; although it calculates to over 200!\t";12;65;100;16;37;37;76;68;45;1;74;98;3;78
2XIPA;IPA - Imperial;Southern Tier Brewing Company;Southern Tier Brewing Company 2XIPA;Notes:;8.2;65;100;18;31;14;67;42;46;0;45;89;1;35
Abrasive Ale;IPA - Imperial;Surly Brewing Company;Surly Brewing Company Abrasive Ale;Notes:Hazy gold in color, this Oatmeal Double IPA has aggressive aromas of candied grapefruit/tangerine and tropical fruit. Malted oats greatly enhance the body and the high level of bitterness is balanced by this sweetness. Citra hops are used for aroma & flavor additions and for dry-hopping, while Warrior hops are used primarily for bitterness.OG 19.5 PlatoColor 5 SRMHops: Citra, WarriorYeast: English AleMalt: 2-row, Golden Naked OatsABV: 9%\t;9.2;65;100;23;34;16;78;73;69;0;111;103;7;47
Hercules Double IPA;IPA - Imperial;Great Divide Brewing Company;Great Divide Brewing Company Hercules Double IPA;Notes:Hercules Double IPA is not for the faint of heart. It is, however, fit for the gods. Hercules delivers a huge amount of hops from start to finish. Its hefty backbone of nutty, malty sweetness balances its aggressive hop profile.2007 Australian International Beer Awards, Gold Medal, Imperial IPA2008 Australian International Beer Awards, Silver Medal, Imperial IPA2009 Australian International Beer Awards, Silver Medal, Imperial IPA2010 BeerAdvocate “Top 100 Beers On Planet Earth,” #48\t;10;65;100;15;43;24;84;61;59;0;91;119;14;93
Perpetual IPA;IPA - Imperial;Tröegs Brewing Company;Tröegs Brewing Company Tröegs Perpetual IPA;Notes:At Tröegs, artisanal meets mechanical in a state of IPA we call Perpetual. Cycling through our HopBack vessel and dry-hopping method, this bold Imperial Pale Ale emerges rife with sticky citrus rind, pine balm and tropical fruit.\t;7.5;65;100;15;24;18;59;26;31;1;32;84;4;22
Pure Hoppiness;IPA - Imperial;Alpine Beer Company;Alpine Beer Company Pure Hoppiness;Notes:So mega-hopped it will take you to hop heaven. We’ve used hops in the boil, more hops in the giant hopback, and added to that, an incredible amount of dry-hopping for that cutting-edge “hop bite.” Once you’ve tasted this unique beer, all others pale in comparison. 1.072 OG Classified IBU\t;8;65;100;12;31;15;99;41;43;0;59;126;7;39
Arctic Panzer Wolf;IPA - Imperial;Three Floyds Brewing Co. & Brewpub;Three Floyds Brewing Co. & Brewpub Arctic Panzer Wolf;Notes:A massive IPA that will leave your palate its hapless victim. Scorched earth is our brewery policy.100 IBU\t;9;65;100;15;31;13;53;57;42;0;73;78;7;38
Pliny The Younger;IPA - Imperial;Russian River Brewing Company;Russian River Brewing Company Pliny The Younger;Notes:Pliny the Younger, the man, was Pliny the Elder’s nephew and adopted son. They lived nearly 2,000 years ago! Pliny the Elder is our Double IPA, so we felt it was fitting to name our Triple IPA after his son. It is almost a true Triple IPA with triple the amount of hops as a regular I.P.A. That said, it is extremely difficult, time and space consuming, and very expensive to make. And that is why we don’t make it more often! This beer is very full-bodied with tons of hop character in the nose and throughout. It is also deceptively well-balanced and smooth.\t;10.25;65;100;23;46;14;73;29;40;0;49;106;4;19
Unearthly (Imperial India Pale Ale);IPA - Imperial;Southern Tier Brewing Company;Southern Tier Brewing Company Unearthly (Imperial India Pale Ale);Notes:;9.5;65;100;17;46;23;61;64;51;1;74;100;10;50
A Little Sumpin' Extra! Ale;IPA - Imperial;Lagunitas Brewing Company;Lagunitas Brewing Company A Little Sumpin' Extra! Ale;Notes:;8.7;65;100;12;39;21;53;48;51;0;67;69;3;40
Myrcenary Double IPA;IPA - Imperial;Odell Brewing Company;Odell Brewing Company Myrcenary Double IPA;Notes:Named for Myrcene, a component of essential oils in the hop flower, Myrcenary Double IPA is our tribute to those who revere the illustrious hop, and their unyielding exploit to craft hop forward beers. Brewed with a blend of hops containing the highest levels of Myrcene, this double IPA prevails with a tropical fruit-like flavor, a pungent floral aroma, and a clean getaway.70 IBUs\t;9.3;65;100;9;50;30;56;37;42;0;71;97;1;25
Gubna;IPA - Imperial;Oskar Blues Grill & Brew;Oskar Blues Grill & Brew GUBNA Imperial IPA;Notes:Gubna was bred from Oskar Blues Brewery’s hankering to confront 100+ IBUs by cranking up the complexity of hops by pouring Cascade on top of copious amounts of Summit, then balancing that with a backbone of German Dark Munich Malt and Rye Malt. GUBNA’s post-fermentation dry-hopping with both hops allows this monstrosity to gently coax the citrus rind and grapefruit aroma while providing a rye malt-induced, spicy-yet-round middle, and a brisk, clean bitter finish (10 percent ABV, 100+ IBUs).\t;10;65;100;13;33;22;70;52;57;1;81;93;7;53
Dorado;IPA - Imperial;Ballast Point Brewing Company;Ballast Point Brewing Company Dorado Double IPA;Notes:;10;65;100;11;34;18;67;57;72;2;92;89;3;47
Double Crooked Tree IPA;IPA - Imperial;Dark Horse Brewing Company;Dark Horse Brewing Company Dark Horse Double Crooked Tree IPA;"Notes:Have you read the description for the regular Crooked Tree yet? Well this beer is almost the same just double the flavor and alcohol. We actually took the Crooked Tree recipe and doubled all of the ingredients except the water, just the way a DOUBLE should be made. Big hops balanced with tons of malt give this beer a huge body. Although this beer is as cool as ""The Fonz"" when first purchased, it gets really mellow and smooth with some age. After a year or two stored in a cool dark place you'll notice the heavy caramel and malt flavors are trying to sneak past the hops. This beer is hugely delicious so it will need your undivided attention (the chores can wait....trust us). 98 IBUs\t";12;65;100;9;42;42;54;58;24;0;33;65;6;74
Lake Erie Monster;IPA - Imperial;Great Lakes Brewing Company;Great Lakes Brewing Company Great Lakes Lake Erie Monster;Notes:Named for South Bay Bessie, the legendary Lake Erie cryptid, Lake Erie Monster has a legend of its own. A longtime pub exclusive beer, our Imperial IPA quickly earned a cult following for its unprecedented hoppiness. Today we feed the beast whole leaf Simcoe hops in the whirlpool and hopback for a monstrous load of bitterness and aroma.MALTS: Harrington 2-Row, Caramel 30HOPS: Simcoe, Willamette80 IBU\t;9.5;65;100;20;38;22;80;61;68;1;77;100;4;60
Green Flash Imperial India Pale Ale;IPA - Imperial;Green Flash Brewing Co.;Green Flash Brewing Co. Green Flash Imperial India Pale Ale;Notes:he mountains of Summit and Nugget hops in this high gravity Imperial will thrill even the most experienced beer explorer. Savory evergreen and pineapple aromas mingle with flavors of bitter, resinous pine and grapefruit pith. A colossal rush of hoppy adventure!\t;9;65;100;17;43;23;92;60;57;4;70;128;3;61
Hop Henge;IPA - Imperial;Deschutes Brewery;Deschutes Brewery Hop Henge Experimental IPA;Notes:With an immense hop flavor and bitter finish, this monumental IPA is an enigma worth pondering (see what we did there?). Centennial, Chinook, Cascade, and Galaxy hops come together to create a hop sanctuary. Revere the almighty hop!This is their new version of Hop Henge Imperial IPA, the hops have been modified as of 1/2009.IBU: 97\t;8.3;65;100;17;49;23;65;54;89;1;117;92;5;42
Double Sunshine;IPA - Imperial;Lawson's Finest Liquids;Lawson's Finest Liquids Double Sunshine IPA;Notes:This American double India pale ale is packed with juicy tropical fruit flavors and bright herbal aromas, thanks to the abundance of US-grown hops.\t;8;65;100;17;32;23;82;54;67;1;109;102;4;30
Ruination Double IPA 2.0;IPA - Imperial;Stone Brewing Co.;Stone Brewing Co. Stone Ruination IPA;Notes:Also known as Ruination in Europe.A Liquid Poem to the Glory of the HopFirst Release: April 2015Stone Ruination IPA was the first full-time brewed and bottled West Coast double IPA on the planet. As craft beer has evolved over the years, so too have techniques for maximizing hop flavors and aromas. For the second incarnation of our groundbreaking India pale ale, we employed dry hopping and hop bursting to squeeze every last drop of piney, citrusy, tropical essence from the hops that give this beer its incredible character. We’ve also updated the name to Stone Ruination Double IPA 2.0 to reflect the imperial-level intensity that’s evident in every sip. Join us in cheering this, the second stanza in our “Liquid Poem to the Glory of the Hop.”\t;8.5;65;100;21;37;25;95;50;55;0;83;135;0;26
The Waldos' Special Ale;IPA - Imperial;Lagunitas Brewing Company;Lagunitas Brewing Company Waldos' Special Ale;"Notes:In 1971, the Waldos met one afteroon at 4:20 in the front courtyard of their school near the statue of Louis Pasteur. They set out in a '66 Impala armed with a ""treasure map"" on a journey to find a secret garden near Point Reyes. They met there at the same time every day and continued their quest. They never found the secret garden....But they keep lookin'. The dankest and hoppiest beer ever brewed at Lagunitas was made with help of the Waldos for all treasure hunters.100 IBU\t";11.7;65;100;12;33;40;72;86;53;1;69;102;13;55
Hop JuJu;IPA - Imperial;Fat Heads Brewery & Saloon;Fat Heads Brewery & Saloon Hop JuJu Imperial IPA;Notes:The magical hops cast their spell, the natives chant and the drums beat... First let us conﬁrm that there is no witchcraft used in creating this ﬁne brew. None. Really. Well maybe a little. A supernatural beer with a powerhouse of hops creating aromas and ﬂavors of citrus, pine and tropical fruit with a juicy resiny hop finish. Hakuna Matata.\t;9;65;100;9;13;18;67;25;48;0;66;96;5;13
471 Small Batch IPA;IPA - Imperial;Breckenridge Brewery;Breckenridge Brewery 471 IPA;Notes:471 is a small batch, limited edition ale that was created by our Brewmaster to separate the weak from the strong. 471 is a double IPA, that combines Pale, Munich, Caramel-30, Carapils and Torrified Wheat malts, with Chinook, Centennial, Simcoe and Fuggles hops. It has a big sweet mouthfeel, followed by more hoppiness than you've ever had at one time. Enjoy.\t;9.2;65;100;6;19;25;38;45;30;0;46;47;3;36
